Company,Role Level,Principle Name,Principle Description,Behavioral Question,Question Type,Difficulty,Quote,Source
Starwood Capital Group,Entry Level,Credit Excellence,Maintain excellence in credit analysis,Tell me about thorough credit analysis that prevented losses.,Problem Solving,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Starwood Capital Group Investment Committee, Annual Review, 2024"
Starwood Capital Group,Mid Level,Risk Management,Apply sophisticated risk management,Describe managing credit risks while generating returns.,Values,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Starwood Capital Group Investment Committee, Annual Review, 2024"
Starwood Capital Group,Senior,Partnership,Build strong partnerships with borrowers,Give me an example of building productive lending relationships.,Teamwork,Medium,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Starwood Capital Group Investment Committee, Annual Review, 2024"
Starwood Capital Group,Leadership,Innovation,Innovate in credit solutions,Tell me about developing innovative lending approaches.,Leadership,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Starwood Capital Group Investment Committee, Annual Review, 2024"
Starwood Capital Group,Leadership,Due Diligence,Conduct rigorous due diligence,Describe conducting thorough analysis that identified key issues.,Problem Solving,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Starwood Capital Group Investment Committee, Annual Review, 2024"
Starwood Capital Group,Leadership,Long-term Value,Focus on long-term value creation,Give me an example of long-term thinking in credit decisions.,Culture Fit,Medium,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Starwood Capital Group Investment Committee, Annual Review, 2024"
Blackstone Credit,Entry Level,Credit Excellence,Maintain excellence in credit analysis,Tell me about thorough credit analysis that prevented losses.,Problem Solving,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Blackstone Credit Investment Committee, Annual Review, 2024"
Blackstone Credit,Mid Level,Risk Management,Apply sophisticated risk management,Describe managing credit risks while generating returns.,Values,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Blackstone Credit Investment Committee, Annual Review, 2024"
Blackstone Credit,Senior,Partnership,Build strong partnerships with borrowers,Give me an example of building productive lending relationships.,Teamwork,Medium,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Blackstone Credit Investment Committee, Annual Review, 2024"
Blackstone Credit,Leadership,Innovation,Innovate in credit solutions,Tell me about developing innovative lending approaches.,Leadership,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Blackstone Credit Investment Committee, Annual Review, 2024"
Blackstone Credit,Leadership,Due Diligence,Conduct rigorous due diligence,Describe conducting thorough analysis that identified key issues.,Problem Solving,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Blackstone Credit Investment Committee, Annual Review, 2024"
Blackstone Credit,Leadership,Long-term Value,Focus on long-term value creation,Give me an example of long-term thinking in credit decisions.,Culture Fit,Medium,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Blackstone Credit Investment Committee, Annual Review, 2024"
KKR Credit,Entry Level,Credit Excellence,Maintain excellence in credit analysis,Tell me about thorough credit analysis that prevented losses.,Problem Solving,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"KKR Credit Investment Committee, Annual Review, 2024"
KKR Credit,Mid Level,Risk Management,Apply sophisticated risk management,Describe managing credit risks while generating returns.,Values,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"KKR Credit Investment Committee, Annual Review, 2024"
KKR Credit,Senior,Partnership,Build strong partnerships with borrowers,Give me an example of building productive lending relationships.,Teamwork,Medium,We provide flexible capital solutions and work as true partners with borrowers to create value.,"KKR Credit Investment Committee, Annual Review, 2024"
KKR Credit,Leadership,Innovation,Innovate in credit solutions,Tell me about developing innovative lending approaches.,Leadership,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"KKR Credit Investment Committee, Annual Review, 2024"
KKR Credit,Leadership,Due Diligence,Conduct rigorous due diligence,Describe conducting thorough analysis that identified key issues.,Problem Solving,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"KKR Credit Investment Committee, Annual Review, 2024"
KKR Credit,Leadership,Long-term Value,Focus on long-term value creation,Give me an example of long-term thinking in credit decisions.,Culture Fit,Medium,We provide flexible capital solutions and work as true partners with borrowers to create value.,"KKR Credit Investment Committee, Annual Review, 2024"
Golub Capital,Entry Level,Credit Excellence,Maintain excellence in credit analysis,Tell me about thorough credit analysis that prevented losses.,Problem Solving,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Golub Capital Investment Committee, Annual Review, 2024"
Golub Capital,Mid Level,Risk Management,Apply sophisticated risk management,Describe managing credit risks while generating returns.,Values,Hard,We provide flexible capital solutions and work as true partners with borrowers to create value.,"Golub Capital Investment Committee, Annual Review, 2024"
